title,published_dt,sources,sections,urls
Kansas rejects Aetna's Medicaid challenge,2024-07-09T21:56:26-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/kansas-rejects-aetnas-medicaid-challenge
Court sides with Aetna over BCBS for North Carolina state health plan,2024-07-08T20:04:44-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/court-sides-with-aetna-over-bcbs-for-north-carolina-state-health-plan
"Sentara Health Plans, Virginia Children's Care Network strike value-based partnership",2024-07-02T19:35:36-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/sentara-health-plans-virginia-childrens-care-network-strike-value-based-partnership
"UnitedHealthcare, Trinity hospitals split in 6 states",2024-07-02T14:17:56-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/unitedhealthcare-trinity-hospitals-split-in-6-states
Aetna strikes deal with Illinois system,2024-06-28T16:22:06-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/aetna-strikes-deal-with-illinois-system
Cook Children's Health Plan sues Texas over Medicaid contracts,2024-06-26T19:10:26-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/cook-childrens-sues-texas-over-medicaid-contracts
Montana to award state health plan to BCBS,2024-06-26T13:49:15-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/montana-to-award-state-health-plan-to-bcbs
Key union pulls support for NYC's Aetna Medicare Advantage plan,2024-06-25T19:33:28-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/key-union-pulls-support-for-new-yorks-aetna-medicare-advantage-plan
Texas payer warns of closure amid new state Medicaid contracts,2024-06-20T20:57:48-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/texas-payer-warns-of-closure-amid-new-state-medicaid-contracts
"7 state, federal health plan contract shakeups",2024-06-20T16:04:55-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/7-state-federal-health-plan-contract-shakeups
"Aetna, Hackensack Meridian facing July 1 split",2024-06-17T15:03:57-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/aetna-hackensack-meridian-facing-july-1-split
Blue Shield of California wins state health plan over Anthem,2024-06-13T15:31:06-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/blue-shield-of-california-wins-state-health-plan-over-anthem
Texas rejects insurers' Medicaid contract protests,2024-06-10T19:38:27-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/texas-rejects-insurers-medicaid-contract-protests
"Baylor Scott & White, BCBS Texas facing October 1 split",2024-06-10T14:33:48-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/baylor-scott-white-bcbs-texas-facing-july-1-split
"UnitedHealthcare, Alabama's largest private health system split",2024-06-06T15:29:05-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/unitedhealth-alabama-health-system-split
Medicaid managed care contracts: 7 updates,2024-05-29T19:30:15-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/medicaid-managed-care-contracts-7-updates
"Aetna to challenge Kansas Medicaid contract awards, UCare stands down",2024-05-23T22:02:52-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/aetna-to-challenge-kansas-medicaid-contract-awards-ucare-stands-down
New York City continues push for Aetna Medicare Advantage plan,2024-05-22T20:49:36-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/new-york-city-continues-push-for-aetna-medicare-advantage-plan
Nebraska health system to drop all Medicare Advantage plans,2024-05-17T14:17:30-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/nebraska-health-system-to-drop-all-medicare-advantage-plans
"Centene, UnitedHealthcare, BCBS plans pick up Kansas Medicaid contracts",2024-05-15T15:28:23-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/centene-unitedhealthcare-bcbs-plans-pick-up-kansas-medicaid-contracts
"Anthem, CommonSpirit strike 5-year agreement",2024-05-02T14:26:01-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/commonspirit-anthem-blue-cross-blue-shield-colorado-split
Texas sent competitors' Medicaid bids to Aetna too early: Report,2024-04-29T21:42:59-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/records-sent-in-error-cast-doubt-on-contentious-texas-medicaid-contract-awards
"Aetna, Dignity Health strike deal",2024-04-26T14:49:06-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/aetna-dignity-health-strike-deal
8 payers to challenge new Florida Medicaid contracts,2024-04-19T16:14:29-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/8-payers-to-challenge-new-florida-medicaid-contracts
Texas Medicaid shake-up could force 1.8 million to switch plans,2024-04-18T21:23:52-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/texas-medicaid-shake-up-could-force-1-8-million-to-switch-plans
Florida to award 5 Medicaid contracts,2024-04-15T15:04:08-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/florida-to-award-5-medicaid-contracts
Michigan awards Medicaid contracts to 9 payers,2024-04-11T13:15:28-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/michigan-awards-medicaid-contracts-to-9-payers
"Aetna, Dignity cut ties across California, Arizona, Nevada",2024-04-08T00:23:36-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/aetna-dignity-cut-ties-across-california-arizona-nevada
"Aetna, Horizon BCBS snag New Jersey state employee benefits contracts",2024-04-03T21:28:07-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/aetna-horizon-bcbs-snag-new-jersey-state-employee-benefits-contracts
"Cigna, ProMedica split",2024-04-02T21:51:22-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/cigna-promedica-split
"UnitedHealthcare, UNC Health strike deal",2024-03-28T20:33:57-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/unitedhealthcare-unc-health-strike-deal
New York medical group drops Humana Medicare Advantage across 70 practices,2024-03-25T14:04:40-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/new-york-medical-group-drops-humana-medicare-advantage-across-70-practices
"NewYork-Presbyterian, Aetna reach deal",2024-03-20T21:11:04-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/newyork-presbyterian-aetna-reach-deal
Feds select 32 health plans for U.S. Postal Service contract,2024-03-14T19:20:39-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/feds-select-32-health-plans-for-u-s-postal-service-contract
"Aetna, NewYork-Presbyterian 'far apart' as contract deadline nears",2024-03-12T14:32:21-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/aetna-newyork-presbyterian-far-apart-as-contract-deadline-nears
Arkansas system splitting with UnitedHealthcare,2024-03-05T15:11:04-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/arkansas-system-splitting-with-unitedhealthcare
Virginia awards Medicaid contracts; Molina loses out,2024-03-01T19:39:34-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/virginia-awards-medicaid-contracts-molina-loses-out
"Cigna, Trinity Health of New England strike new deal",2024-03-01T16:01:23-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/cigna-trinity-health-of-new-england-strike-new-deal
Anthem under fire for 'massively screwed-up' Medicare Advantage contract implementation,2024-02-23T17:12:18-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/anthem-under-fire-for-massively-screwed-up-medicare-advantage-contract-implementation
"UnitedHealthcare, UNC Health near split date",2024-02-23T15:14:55-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/unitedhealthcare-unc-health-near-split-date
"UnitedHealthcare, UVM Health strike last-minute deal",2024-02-22T16:19:22-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/unitedhealthcare-uvm-health-strike-last-minute-deal
"Indiana system dropping Aetna, Humana Medicare Advantage plans",2024-02-21T17:30:20-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/indiana-system-dropping-aetna-humana-medicare-advantage-plans
California payer drops 4 Prime hospitals,2024-02-07T22:54:58-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/california-payer-drops-4-prime-hospitals
UnitedHealthcare facing split with Arkansas system,2024-02-06T16:35:47-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/unitedhealthcare-facing-split-with-arkansas-system
"BCBS Arizona, Dignity Health split",2024-02-05T15:30:58-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/bcbs-arizona-dignity-health-split
Idaho state health plan to switch from Blue Cross to Regence BlueShield,2024-01-29T23:10:09-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/idaho-state-health-plan-to-switch-from-blue-cross-to-regence-blueshield
"BCBS North Carolina's challenge for $17.5B state contract can continue, judge rules",2024-01-25T22:46:53-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/blue-cross-ncs-challenge-for-17-5b-contract-can-continue-judge-rules
Highmark snags Medicaid contract in West Virginia,2024-01-19T20:59:38-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/highmark-snags-managed-medicaid-contract-in-west-virginia
New Hampshire awards Medicaid contracts,2024-01-19T15:07:09-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/new-hampshire-awards-medicaid-contracts
"Trinity, Anthem ink 'breakthrough' value-based Epic partnership",2024-01-11T23:03:36-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/trinity-anthem-ink-breakthrough-value-based-epic-partnership
4 Medicare Advantage contracts recently terminated by CMS,2024-01-10T23:06:04-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/4-medicare-advantage-contracts-recently-terminated-by-cms
ChristianaCare drops Humana Medicare Advantage,2024-01-10T17:01:40-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/christianacare-drops-humana-medicare-advantage
"Kentucky health system drops UnitedHealth, Centene Medicare Advantage plans",2024-01-09T20:10:04-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/kentucky-health-system-drops-unitedhealth-centene-medicare-advantage-plans
CMS to terminate Medicare Advantage drug contracts with 2 Centene plans,2024-01-05T19:41:22-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/cms-to-terminate-medicare-advantage-drug-contracts-with-2-centene-plans
Memorial Hermann drops Humana Medicare Advantage,2024-01-04T21:43:53-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/memorial-hermann-drops-humana-medicare-advantage
"UnitedHealthcare, Baptist Health split",2024-01-04T15:56:00-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/unitedhealthcare-baptist-health-split
6 Mount Sinai hospitals out of UnitedHealthcare network amid dispute,2024-01-03T22:20:26-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/6-mount-sinai-hospitals-out-of-unitedhealthcare-network-amid-dispute
"Essence, Stanford Medicare Advantage plan exits California",2024-01-03T22:02:19-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/essence-stanford-medicare-advantage-plan-exits-california
"Cigna, WakeMed reach agreement",2024-01-02T19:23:11-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/cigna-wakemed-reach-agreement
"UnitedHealthcare, Prisma Health split",2024-01-02T15:17:51-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/unitedhealthcare-prisma-health-split
"UnitedHealthcare, Mount Sinai near split date",2023-12-27T17:21:37-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/unitedhealthcare-mount-sinai-near-split-date
"BCBS Illinois, Springfield Clinic end 2-year dispute",2023-12-26T17:00:51-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/bcbs-illinois-springfield-clinic-end-2-year-dispute
"Kentucky health system dropping UnitedHealth, Centene Medicare Advantage plans",2023-12-05T22:53:38-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/kentucky-health-system-dropping-unitedhealth-centene-medicare-advantage-plans
"Adventist, Blue Shield of California cut ties across 17 hospitals",2023-12-04T22:13:57-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/adventist-blue-shield-of-california-cut-ties-across-17-hospitals
"Arizona awards long-term managed care contracts to UnitedHealth, Centene",2023-12-04T15:01:02-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/arizona-awards-long-term-managed-care-contracts-to-unitedhealth-centene
"UnitedHealthcare, Baptist Health near split date",2023-12-01T22:30:04-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/unitedhealthcare-baptist-health-near-split-date
"Anthem, Wellstar agree to 4-year contract",2023-11-28T20:52:51-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/anthem-wellstar-agree-to-4-year-contract
Pennsylvania health system drops Cigna,2023-11-27T15:42:38-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/pennsylvania-health-system-drops-cigna
Tennessee extends Medicaid contracts without Centene,2023-11-17T18:14:50-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/tennessee-extends-medicaid-contracts-without-centene
"Cigna, MUSC strike new deal",2023-11-15T19:06:35-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/cigna-musc-strike-new-deal
"Aetna, OHSU reach new deal",2023-11-10T19:06:05-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/aetna-ohsu-reach-new-deal
BCBS Illinois fined a third time for network adequacy law violations,2023-11-06T22:13:56-06:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/bcbs-illinois-fined-a-third-time-for-network-adequacy-violations
"Humana, Memorial Hermann at impasse as deadline nears",2023-11-03T18:17:26-05:00,Beckers Payer,contracting,https://www.beckerspayer.com/contracting/humana-memorial-hermann-at-impasse-as-deadline-nears
